offset,x,y,z,lat,lon
17340,255115.12,-1550025.6,2709.6377,75.57240687934258,-35.65361440683042
17360,255097.01,-1550017.2,2709.7422,75.57250897193322,-35.654216423939474
17380,255078.89,-1550008.7,2709.8466,75.57261197481158,-35.65481821728147
17400,255060.78,-1550000.3,2709.951,75.57271406429382,-35.655420251641665
17420,255042.66,-1549991.9,2710.0619,75.5728161669824,-35.65602265451677
17440,255024.55,-1549983.5,2710.1741,75.57291825335437,-35.65662470609473
17460,255006.43,-1549975.0,2710.2862,75.57302125001716,-35.65722653405296
17480,254988.31,-1549966.6,2710.3983,75.57312334803864,-35.65782896279975
17500,254970.2,-1549958.2,2710.5104,75.5732254297462,-35.65843104023993
17520,254952.08,-1549949.8,2710.6222,75.57332752465524,-35.65903348621129
17540,254933.97,-1549941.3,2710.734,75.57343050034555,-35.65963498886294
17560,254915.85,-1549932.9,2710.8458,75.57353259214376,-35.66023745209269
17580,254897.74,-1549924.5,2710.9575,75.57363466763168,-35.66083956400325
17600,254879.62,-1549916.1,2711.0721,75.57373675631717,-35.661442044457985
17620,254861.5,-1549907.7,2711.235,75.57383884344578,-35.662044533526895
17640,254843.39,-1549899.2,2711.2314,75.57394181136893,-35.66264607942831
17660,254825.27,-1549890.8,2711.2278,75.57404389538634,-35.66324858575614
17680,254807.16,-1549882.4,2711.2842,75.57414596309799,-35.66385074074903
17700,254789.04,-1549874.0,2711.4072,75.57424804400236,-35.66445326430236
17720,254770.93,-1549865.5,2711.5302,75.57435100571185,-35.66505484480998
17740,254752.81,-1549857.1,2711.6531,75.57445308350475,-35.665657385622644
17760,254734.69,-1549848.7,2711.7761,75.57455515974051,-35.666259935049844
17780,254716.58,-1549840.3,2711.8792,75.57465721967503,-35.666862133126365
17800,254698.46,-1549831.8,2711.953,75.57476018991346,-35.66746410820951
17820,254680.35,-1549823.4,2712.0268,75.5748622467381,-35.66806632353937
17840,254662.23,-1549815.0,2712.1006,75.57496431674865,-35.66866890745245
17860,254644.12,-1549806.6,2712.1745,75.57506637046154,-35.66927114000225
17880,254626.0,-1549798.2,2712.2546,75.57516843735839,-35.66987374114177
17900,254607.89,-1549789.7,2712.3471,75.57527138508419,-35.67047539950967
17920,254589.77,-1549781.3,2712.4396,75.57537344886894,-35.67107801790946
17940,254571.65,-1549772.9,2712.5321,75.57547551109623,-35.67168064492425
17960,254553.54,-1549764.5,2712.6246,75.57557755703043,-35.67228292056002
17980,254535.42,-1549756.0,2712.701,75.57568051327546,-35.67288497353416
18000,254517.31,-1549747.6,2712.7667,75.57578255609914,-35.67348726642422
18020,254499.19,-1549739.2,2712.8324,75.57588461209996,-35.674089927926765
18040,254481.08,-1549730.8,2712.8981,75.57598665181126,-35.6746922380377
18060,254462.96,-1549722.4,2712.9545,75.57608870469774,-35.67529491676761
18080,254444.84,-1549713.9,2712.9739,75.57619165316702,-35.675897013013355
18100,254426.73,-1549705.5,2713.0063,75.57629368821077,-35.67649934899121
18120,254408.61,-1549697.1,2713.0512,75.57639573642676,-35.6771020535978
18140,254390.5,-1549688.7,2713.1095,75.57649776835778,-35.67770440679704
18160,254372.38,-1549680.2,2713.1678,75.57660071060656,-35.678306537666465
18180,254354.27,-1549671.8,2713.226,75.57670273942647,-35.67890890812094
18200,254336.15,-1549663.4,2713.2843,75.5768047814147,-35.67951164721715
18220,254318.03,-1549655.0,2713.3225,75.57690682184499,-35.68011439492908
18240,254299.92,-1549646.5,2713.3588,75.57700974314928,-35.680716200387366
18260,254281.8,-1549638.1,2713.3951,75.5771117804663,-35.681318965361356
18280,254263.69,-1549629.7,2713.4315,75.57721380150467,-35.68192137890595
18300,254245.57,-1549621.3,2713.4678,75.5773158357065,-35.68252416110853
18320,254227.46,-1549612.9,2713.4923,75.57741785363153,-35.68312659187545
18340,254209.34,-1549604.4,2713.5143,75.5775207818812,-35.68372880064446
18360,254191.23,-1549596.0,2713.5362,75.57762279669446,-35.68433124866754
18380,254173.11,-1549587.6,2713.5581,75.57772482466729,-35.68493406536162
18400,254154.99,-1549579.2,2713.58,75.57782685108185,-35.685536890671884
18420,254136.88,-1549570.7,2713.6157,75.57792975839425,-35.68613877400288
18440,254118.76,-1549562.3,2713.6543,75.5780317816949,-35.68674161657613
18460,254100.65,-1549553.9,2713.6929,75.57813378872507,-35.687344107691665
18480,254082.53,-1549545.5,2713.7315,75.57823580890991,-35.687946967494454
18500,254064.42,-1549537.1,2713.7685,75.57833781282609,-35.68854947583325
18520,254046.3,-1549528.6,2713.7627,75.57844072707381,-35.68915176250613
18540,254028.18,-1549520.2,2713.757,75.57854274258598,-35.689754648188874
18560,254010.07,-1549511.8,2713.7513,75.57864474183216,-35.69035718239816
18580,253991.95,-1549503.4,2713.7313,75.57874675422816,-35.69096008531096
18600,253973.84,-1549494.9,2713.7425,75.57884964754581,-35.691562046518946
18620,253955.72,-1549486.5,2713.7538,75.57895165682726,-35.692164966695664
18640,253937.61,-1549478.1,2713.765,75.57905364984636,-35.692767535386345
18660,253919.49,-1549469.7,2713.7763,75.57915565601138,-35.693370472793525
18680,253901.37,-1549461.2,2713.7875,75.5792585578104,-35.693972828727155
18700,253883.26,-1549452.8,2713.7822,75.5793605461588,-35.69457542328942
18720,253865.14,-1549444.4,2713.7725,75.57946254765018,-35.69517838657796
18740,253847.03,-1549436.0,2713.7628,75.57956453288374,-35.69578099836472
18760,253828.91,-1549427.6,2713.753,75.57966653125833,-35.696383978884235
18780,253810.8,-1549419.1,2713.7433,75.57976941057836,-35.696986017973494
18800,253792.68,-1549410.7,2713.7318,75.57987140583778,-35.69758901575787
18820,253774.57,-1549402.3,2713.7165,75.579973384843,-35.69819166202789
18840,253756.45,-1549393.9,2713.7011,75.58007537698533,-35.698794677043644
18860,253738.33,-1549385.4,2713.6858,75.58017826477703,-35.699397110889244
18880,253720.22,-1549377.0,2713.6704,75.58028023911058,-35.69999978303225
18900,253702.1,-1549368.6,2713.6551,75.58038222657832,-35.700602823930765
18920,253683.99,-1549360.2,2713.6633,75.58048419779641,-35.701205513299186
18940,253665.87,-1549351.7,2713.6746,75.58058707936213,-35.70180798177672
18960,253647.76,-1549343.3,2713.6859,75.58068904746636,-35.70241068840443
18980,253629.64,-1549334.9,2713.6972,75.58079102870089,-35.70301376380064
19000,253611.52,-1549326.5,2713.7028,75.5808930083761,-35.703616847814594
19020,253593.41,-1549318.1,2713.6743,75.58099497180618,-35.704219580282704
19040,253575.29,-1549309.6,2713.6399,75.5810978455877,-35.70482209204455
19060,253557.18,-1549301.2,2713.5984,75.58119980590358,-35.705424841772476
19080,253539.06,-1549292.8,2713.5806,75.58130177934486,-35.70602796028516
19100,253520.95,-1549284.4,2713.5628,75.58140373654463,-35.70663072723942
19120,253502.83,-1549275.9,2713.5449,75.58150660409892,-35.707233273635104
19140,253484.71,-1549267.5,2713.5271,75.58160857286434,-35.70783641803241
19160,253466.6,-1549259.1,2713.5088,75.58171052539096,-35.708439210861826
19180,253448.48,-1549250.7,2713.4905,75.58181249103815,-35.70904237249226
19200,253430.37,-1549242.3,2713.4722,75.58191444044833,-35.70964518254854
19220,253412.25,-1549233.8,2713.4539,75.58201730021685,-35.71024777223091
19240,253394.14,-1549225.4,2713.4378,75.58211924651218,-35.71085059954793
19260,253376.02,-1549217.0,2713.4315,75.58222120592416,-35.711453795678956
19280,253357.91,-1549208.6,2713.4253,75.58232314910276,-35.71205664022324
19300,253339.79,-1549200.1,2713.419,75.58242600264275,-35.712659264541344
19320,253321.67,-1549191.7,2713.4128,75.58252795737792,-35.713262486558385
19340,253303.56,-1549183.3,2713.4047,75.58262989588245,-35.713865356979234
19360,253285.44,-1549174.9,2713.3954,75.58273184749875,-35.714468596230326
19380,253267.33,-1549166.4,2713.3862,75.58283468013985,-35.71507089496702
19400,253249.21,-1549158.0,2713.3769,75.58293662863883,-35.715674151486105
19420,253231.1,-1549149.6,2713.3655,75.58303856091081,-35.71627705639639
19440,253212.98,-1549141.2,2713.3387,75.58314050629063,-35.71688033014994
19460,253194.86,-1549132.8,2713.3119,75.58324245011035,-35.7174836125224
19480,253176.75,-1549124.3,2713.2851,75.5833452749681,-35.718085954533215
19500,253158.63,-1549115.9,2713.2019,75.58344721567016,-35.718689254174166
19520,253140.52,-1549107.5,2713.1997,75.58354914014976,-35.71929220219061
19540,253122.4,-1549099.1,2713.1893,75.5836510777323,-35.71989551906654
19560,253104.29,-1549090.6,2713.179,75.58375389636348,-35.72049789570304
19580,253086.17,-1549082.2,2713.1686,75.5838558308281,-35.72110122984788
19600,253068.05,-1549073.8,2713.1582,75.58395776373237,-35.72170457261199
19620,253049.94,-1549065.4,2713.1415,75.58405968041869,-35.72230756373586
19640,253031.82,-1549056.9,2713.1204,75.58416250747933,-35.722910335261666
19660,253013.71,-1549048.5,2713.0993,75.58426442104933,-35.72351334364845
19680,252995.59,-1549040.1,2713.0781,75.58436634771546,-35.724116720917486
19700,252977.48,-1549031.7,2713.057,75.58446825816725,-35.72471974653369
19720,252959.36,-1549023.3,2713.0358,75.58457018171323,-35.72532314103862
19740,252941.25,-1549014.8,2713.0147,75.58467298633161,-35.72592559557919
19760,252923.13,-1549006.4,2712.9974,75.58477490675902,-35.72652900735397
19780,252905.01,-1548998.0,2712.9816,75.58487682562578,-35.72713242774847
19800,252886.9,-1548989.6,2712.9657,75.58497872828274,-35.72773549647441
19820,252868.78,-1548981.1,2712.9499,75.58508154132085,-35.72833834593495
19840,252850.67,-1548972.7,2712.934,75.58518344086085,-35.728941431924746
19860,252832.55,-1548964.3,2712.9182,75.58528535348819,-35.72954488682603
19880,252814.44,-1548955.9,2712.9033,75.58538724990936,-35.73014799004615
19900,252796.32,-1548947.5,2712.899,75.58548915941591,-35.73075146218425
19920,252778.2,-1548939.0,2712.8948,75.58559196466211,-35.73135435494068
19940,252760.09,-1548930.6,2712.8905,75.58569385640602,-35.73195748404202
19960,252741.97,-1548922.2,2712.8862,75.58579576123242,-35.73256098207108
19980,252723.86,-1548913.8,2712.8819,75.58589764985716,-35.73316412840326
20000,252705.74,-1548905.3,2712.7866,75.5860004488699,-35.733767055802794
20020,252687.63,-1548896.9,2712.7173,75.58610233437706,-35.73437021939976
20040,252669.51,-1548888.5,2712.6963,75.58620423296276,-35.73497375193744
20060,252651.4,-1548880.1,2712.6752,75.58630611535045,-35.73557693276566
20080,252633.28,-1548871.6,2712.6542,75.58640890812919,-35.73617989480913
20100,252615.16,-1548863.2,2712.6332,75.58651080203398,-35.73678345323886
20120,252597.05,-1548854.8,2712.6121,75.5866126797435,-35.73738665994968
20140,252578.93,-1548846.4,2712.5911,75.58671457052667,-35.737990235617445
20160,252560.82,-1548838.0,2712.5685,75.58681644511634,-35.73859345956002
20180,252542.7,-1548829.5,2712.5456,75.58691923010088,-35.7391964649028
20200,252524.59,-1548821.1,2712.5226,75.58702110157235,-35.739799706111086
20220,252506.47,-1548812.7,2712.4997,75.58712298611357,-35.740403316289324
20240,252488.35,-1548804.3,2712.4767,75.58722486909335,-35.741006935088464
20260,252470.24,-1548795.8,2712.4537,75.5873276332142,-35.7416096147184
20280,252452.12,-1548787.4,2712.4308,75.58742951307357,-35.74221325079007
20300,252434.01,-1548779.0,2712.4171,75.58753137674582,-35.742816535114514
20320,252415.89,-1548770.6,2712.4052,75.58763325348292,-35.74342018842515
20340,252397.78,-1548762.1,2712.3932,75.58773601137172,-35.74402290268896
20360,252379.66,-1548753.7,2712.3812,75.58783788498818,-35.74462657327254
20380,252361.54,-1548745.3,2712.3692,75.5879397570429,-35.74523025247738
20400,252343.43,-1548736.9,2712.3573,75.58804161291502,-35.745833579919264
20420,252325.31,-1548728.5,2712.4452,75.58814348184714,-35.746437276363565
20440,252307.2,-1548720.0,2712.3718,75.58824623194413,-35.747040033914104
20460,252289.08,-1548711.6,2712.3238,75.58834809775524,-35.74764374763186
20480,252270.97,-1548703.2,2712.2926,75.58844994738737,-35.748247109574095
20500,252252.85,-1548694.8,2712.2613,75.58855181007559,-35.74885084053174
20520,252234.74,-1548686.3,2712.23,75.58865455393924,-35.74945363271805
20540,252216.62,-1548677.9,2712.1988,75.58875641350615,-35.75005738094956
20560,252198.5,-1548669.5,2712.1675,75.58885827151103,-35.750661137802794
20580,252180.39,-1548661.1,2712.1362,75.58896011334147,-35.75126454286476
20600,252162.27,-1548652.7,2712.105,75.58906196822312,-35.75186831695839
20620,252144.16,-1548644.2,2712.0737,75.58916470429338,-35.752471152433756
20640,252126.04,-1548635.8,2712.0424,75.58926655605337,-35.75307494380176
20660,252107.93,-1548627.4,2712.0112,75.58936839164257,-35.75367838336592
20680,252089.81,-1548619.0,2711.9799,75.58947024027903,-35.754282191974724
20700,252071.69,-1548610.5,2711.9486,75.58957298472141,-35.75488542251997
20720,252053.58,-1548602.1,2711.9174,75.58967481562924,-35.75548888797135
20740,252035.46,-1548593.7,2711.8861,75.58977665958143,-35.75609272247712
20760,252017.35,-1548585.3,2711.8548,75.58987848736734,-35.75669620516332
20780,251999.23,-1548576.8,2711.8236,75.58998122557077,-35.75729947035985
20800,251981.12,-1548568.4,2711.7923,75.59008305023636,-35.75790297031485
20820,251963.0,-1548560.0,2711.761,75.59018488794239,-35.75850683933723
20840,251944.88,-1548551.6,2711.7298,75.59028672408589,-35.75911071698204
20860,251926.77,-1548543.2,2711.6985,75.59038854406765,-35.75971424279156
20880,251908.65,-1548534.7,2711.6672,75.59049127447071,-35.76031755129653
20900,251890.54,-1548526.3,2711.636,75.59059309133178,-35.76092109437537
20920,251872.42,-1548517.9,2711.6047,75.59069492122845,-35.76152500653781
20940,251854.31,-1548509.5,2711.5378,75.59079673496697,-35.76212856685238
20960,251836.19,-1548501.0,2711.5052,75.59089945912982,-35.762731910010515
20980,251818.08,-1548492.6,2711.4726,75.5910012697474,-35.763335487594816
21000,251799.96,-1548484.2,2711.44,75.59110309339663,-35.763939434275706
21020,251781.84,-1548475.8,2711.4073,75.591204915483,-35.76454338957949
21040,251763.73,-1548467.4,2711.3793,75.5913067214158,-35.76514699301967
21060,251745.61,-1548458.9,2711.3565,75.5914094377767,-35.765750379488594
21080,251727.5,-1548450.5,2711.3338,75.5915112405882,-35.76635400019902
21100,251709.38,-1548442.1,2711.311,75.59161305642645,-35.76695799002228
21120,251691.27,-1548433.7,2711.2883,75.59171485611478,-35.76756162796935
21140,251673.15,-1548425.2,2711.2683,75.59181756623418,-35.76816504909331
21160,251655.03,-1548416.8,2711.2659,75.59191937738595,-35.76876906481676
21180,251636.92,-1548408.4,2711.2634,75.59202117239049,-35.76937272865458
21200,251618.8,-1548400.0,2711.261,75.59212298041689,-35.76997676162146
21220,251600.69,-1548391.5,2711.2586,75.59222566971111,-35.7705798568892
21240,251582.57,-1548383.1,2711.2562,75.59232747461378,-35.77118390713354
21260,251564.46,-1548374.7,2711.2256,75.59242926337284,-35.77178760547969
21280,251546.34,-1548366.3,2711.1816,75.59253106514986,-35.77239167296788
21300,251528.22,-1548357.9,2711.1375,75.59263286536354,-35.772995749079655
21320,251510.11,-1548349.4,2711.0935,75.59273554685822,-35.773598887645605
21340,251491.99,-1548341.0,2711.0445,75.5928373439478,-35.77420298103536
21360,251473.88,-1548332.6,2710.9893,75.59293912489834,-35.774806722511194
21380,251455.76,-1548324.2,2710.9341,75.59304091886193,-35.7754108331453
21400,251437.65,-1548315.7,2710.987,75.59314359411707,-35.776014006356206
21420,251419.53,-1548307.3,2710.9035,75.59324538495629,-35.7766181342687
21440,251401.42,-1548298.9,2710.8278,75.59334715966006,-35.77722191025469
21460,251383.3,-1548290.5,2710.752,75.59344894737302,-35.77782605541194
21480,251365.18,-1548282.0,2710.7253,75.59355163095802,-35.77842962382551
21500,251347.07,-1548273.6,2710.7349,75.59365340097632,-35.7790334257047
21520,251328.95,-1548265.2,2710.7445,75.59375518400088,-35.77963759676489
21540,251310.84,-1548256.8,2710.754,75.59385695089453,-35.78024141588287
21560,251292.72,-1548248.4,2710.7516,75.5939587307925,-35.78084560418832
21580,251274.61,-1548239.9,2710.731,75.5940613920057,-35.78144885534662
21600,251256.49,-1548231.5,2710.7103,75.59416316877862,-35.782053060931375
21620,251238.37,-1548223.1,2710.6897,75.59426494398762,-35.782657275140544
21640,251220.26,-1548214.7,2710.669,75.5943667030703,-35.78326113739176
21660,251202.14,-1548206.2,2710.6476,75.59446937260363,-35.783864783783336
21680,251184.03,-1548197.8,2710.6126,75.59457112856286,-35.784468663307884
21700,251165.91,-1548189.4,2710.5777,75.59467289751953,-35.78507291204264
21720,251147.8,-1548181.0,2710.5427,75.59477465035349,-35.785676808806855
21740,251129.68,-1548172.6,2710.5077,75.59487641618293,-35.78628107478778
21760,251111.56,-1548164.1,2710.4728,75.59497907790812,-35.786884764499256
21780,251093.45,-1548155.7,2710.4393,75.59508082605514,-35.78748868715881
21800,251075.33,-1548147.3,2710.4164,75.5951825871947,-35.78809297904483
21820,251057.22,-1548138.9,2710.3935,75.59528433221607,-35.78869691894459
21840,251039.1,-1548130.4,2710.3705,75.59538698769487,-35.789300643318384
21860,251020.99,-1548122.0,2710.3476,75.59548872959218,-35.78990460049239
21880,251002.87,-1548113.6,2710.4499,75.59559048447814,-35.79050892690581
21900,250984.76,-1548105.2,2710.4315,75.59569222324954,-35.7911129013204
21920,250966.64,-1548096.7,2710.4131,75.59579487248135,-35.79171666035736
21940,250948.52,-1548088.3,2710.3947,75.59589662267669,-35.79232101267693
21960,250930.41,-1548079.9,2710.3763,75.5959983567602,-35.79292501298824
21980,250912.29,-1548071.5,2710.3579,75.59610010382747,-35.7935293825552
22000,250894.18,-1548063.1,2710.3395,75.5962018347847,-35.79413340010761
22020,250876.06,-1548054.6,2710.3211,75.5963044762061,-35.79473720246784
22040,250857.95,-1548046.2,2710.3027,75.59640620403866,-35.79534123729541
22060,250839.83,-1548037.8,2710.2843,75.59650794485106,-35.795945641391604
22080,250821.71,-1548029.4,2710.2659,75.59660968409872,-35.79655005411337
22100,250803.6,-1548020.9,2710.2475,75.5967123047302,-35.797153530485936
22120,250785.48,-1548012.5,2710.2291,75.59681404085103,-35.797757960489655
22140,250767.37,-1548004.1,2710.2107,75.59691576086819,-35.79836203845682
22160,250749.25,-1547995.7,2710.1923,75.5970174938603,-35.79896648570884
22180,250731.14,-1547987.2,2710.1739,75.59712010824674,-35.799569996734476
22200,250713.02,-1547978.8,2710.1555,75.59722183811171,-35.80017446126886
22220,250694.9,-1547970.4,2710.1371,75.59732356641173,-35.80077893442916
22240,250676.79,-1547962.0,2710.1187,75.59742527861262,-35.80138305553718
22260,250658.67,-1547953.6,2710.1003,75.59752700378355,-35.801987545946275
22280,250640.56,-1547945.1,2710.0819,75.59762961036202,-35.80259110028259
22300,250622.44,-1547936.7,2710.0635,75.59773133240549,-35.803195607974565
22320,250604.33,-1547928.3,2710.0451,75.59783303835346,-35.80379976360169
22340,250586.21,-1547919.9,2710.0267,75.59793475726755,-35.804404288542855
22360,250568.1,-1547911.4,2710.0617,75.59803735759971,-35.80500787753411
22380,250549.98,-1547903.0,2710.0759,75.59813907338605,-35.80561241975857
22400,250531.86,-1547894.6,2710.0901,75.59824078760711,-35.8062169706094
22420,250513.75,-1547886.2,2710.0771,75.59834248573722,-35.80682116937965
22440,250495.63,-1547877.8,2710.0556,75.59844419682858,-35.80742573748018
22460,250477.52,-1547869.3,2710.0341,75.59854678935119,-35.808029369784435
22480,250459.4,-1547860.9,2710.0126,75.59864849731441,-35.80863395516876
22500,250441.29,-1547852.5,2709.9912,75.59875018919034,-35.80923818845993
22520,250423.17,-1547844.1,2709.987,75.5988518940236,-35.809842791094354
22540,250405.05,-1547835.6,2709.9896,75.59895449481859,-35.810446818781585
22560,250386.94,-1547827.2,2709.9921,75.59905618200347,-35.81105107797404
22580,250368.82,-1547818.8,2709.9947,75.59915788214272,-35.81165570651949
22600,250350.71,-1547810.4,2709.9973,75.59925956619921,-35.81225998295608
22620,250332.59,-1547801.9,2709.976,75.5993621607423,-35.81286404531371
22640,250314.48,-1547793.5,2709.9402,75.599463841672,-35.81346833902851
22660,250296.36,-1547785.1,2709.9043,75.59956553555217,-35.81407300210928
22680,250278.24,-1547776.7,2709.8685,75.59966722786659,-35.814677673817116
22700,250260.13,-1547768.3,2709.8327,75.59976890410277,-35.81528199340038
22720,250242.01,-1547759.8,2709.8335,75.59987149082929,-35.815886099090335
22740,250223.9,-1547751.4,2709.8502,75.5999731639383,-35.81649043595231
22760,250205.78,-1547743.0,2709.8668,75.60007484999292,-35.81709514219648
22780,250187.67,-1547734.6,2709.8835,75.60017651997295,-35.8176994963035
22800,250169.55,-1547726.1,2709.8973,75.60027910044627,-35.81830363666572
22820,250151.44,-1547717.7,2709.9126,75.60038076729886,-35.81890800805186
22840,250133.32,-1547709.3,2709.8931,75.60048244709311,-35.819512748833155
22860,250115.2,-1547700.9,2709.8579,75.6005841253213,-35.82011749824198
22880,250097.09,-1547692.5,2709.8218,75.60068578747942,-35.82072189549793
22900,250078.97,-1547684.0,2709.7857,75.60078836013457,-35.821326079194804
22920,250060.86,-1547675.6,2709.7496,75.60089001916494,-35.821930493730385
22940,250042.74,-1547667.2,2709.7135,75.60099169113205,-35.82253527767735
22960,250024.63,-1547658.8,2709.6957,75.60109334703274,-35.82313970945887
22980,250006.51,-1547650.3,2709.6971,75.60119591343347,-35.823743927829874
23000,249988.39,-1547641.9,2709.6985,75.60129758070438,-35.824348737691054
23020,249970.28,-1547633.5,2709.6999,75.6013992319116,-35.824953195377354
23040,249952.16,-1547625.1,2709.7013,75.6015008960507,-35.82555802249124
23060,249934.05,-1547616.6,2709.7027,75.60160344170001,-35.8261619147312
23080,249915.93,-1547608.2,2709.6998,75.60170510270888,-35.826766759131935
23100,249897.82,-1547599.8,2709.6953,75.60180674765769,-35.82737125134521
23120,249879.7,-1547591.4,2709.6908,75.60190840553446,-35.82797611299906
23140,249861.58,-1547583.0,2709.6864,75.60201006184465,-35.828580983281135
23160,249843.47,-1547574.5,2709.6819,75.60211259967822,-35.829184918843126
23180,249825.35,-1547566.1,2709.6736,75.60221425285785,-35.82978980641255
23200,249807.24,-1547557.7,2709.6482,75.60231588998194,-35.8303943417788
23220,249789.12,-1547549.3,2709.6229,75.60241754002912,-35.83099924660184
23240,249771.01,-1547540.8,2709.5975,75.60252007161019,-35.831603216827865
23260,249752.89,-1547532.4,2709.5722,75.60262171852648,-35.832208138938654
23280,249734.78,-1547524.0,2709.5468,75.60272334939091,-35.832812708833714
23300,249716.66,-1547515.6,2709.4431,75.60282499317448,-35.83341764819852
23320,249698.54,-1547507.1,2709.4075,75.60292753298565,-35.83402201394012
23340,249680.43,-1547498.7,2709.3719,75.60302915915491,-35.83462660974237
23360,249662.31,-1547490.3,2709.3364,75.60313079824039,-35.83523157502412
23380,249644.2,-1547481.9,2709.3008,75.60323242127852,-35.8358361880744
23400,249626.08,-1547473.5,2709.2652,75.60333405723091,-35.83644117061067
23420,249607.97,-1547465.0,2709.2459,75.60343657474088,-35.83704521882692
23440,249589.85,-1547456.6,2709.2378,75.60353820756177,-35.837650218651845
23460,249571.73,-1547448.2,2709.2298,75.60363983881551,-35.8382552271058
23480,249553.62,-1547439.8,2709.2217,75.60374145402648,-35.83885988331259
23500,249535.5,-1547431.3,2709.2137,75.60384397975679,-35.839464327075014
23520,249517.39,-1547422.9,2709.2056,75.60394559183786,-35.84006900056447
23540,249499.27,-1547414.5,2709.1966,75.60404721682633,-35.84067404356261
23560,249481.16,-1547406.1,2709.1473,75.60414882577565,-35.84127873430101
23580,249463.04,-1547397.7,2709.098,75.6042504476304,-35.841883794554555
23600,249444.92,-1547389.2,2709.0486,75.60435296553636,-35.84248828166062
23620,249426.81,-1547380.8,2708.9993,75.60445456978904,-35.843092998308336
23640,249408.69,-1547372.4,2708.95,75.60455618694421,-35.84369808448095
23660,249390.58,-1547364.0,2708.9007,75.60465778806477,-35.8443028183781
23680,249372.46,-1547355.5,2708.8761,75.60476029971134,-35.844907340165506
23700,249354.35,-1547347.1,2708.8531,75.6048618977014,-35.845512091346244
23720,249336.23,-1547338.7,2708.8301,75.60496350859002,-35.84611721206484
23740,249318.12,-1547330.3,2708.8072,75.60506510344767,-35.84672198049541
23760,249300.0,-1547321.8,2708.7825,75.6051676088343,-35.84732653696498
23780,249281.88,-1547313.4,2708.7488,75.60526921502259,-35.84793168360368
23800,249263.77,-1547305.0,2708.6823,75.60537080518264,-35.84853647794493
23820,249245.65,-1547296.6,2708.6158,75.60547240823638,-35.84914164184025
23840,249227.54,-1547288.2,2708.5526,75.60557399526371,-35.849746453431834
23860,249209.42,-1547279.7,2708.505,75.60567649282369,-35.85035105324839
23880,249191.31,-1547271.3,2708.4574,75.60577807671986,-35.85095588212446
23900,249173.19,-1547262.9,2708.4098,75.60587967350578,-35.851561080567585
23920,249155.07,-1547254.5,2708.3621,75.60598126872375,-35.85216628764087
23940,249136.96,-1547246.0,2708.3166,75.60608374556769,-35.85277056119495
23960,249118.84,-1547237.6,2708.2711,75.60618533765233,-35.853375785559535
23980,249100.73,-1547229.2,2708.2257,75.60628691371693,-35.85398065759838
24000,249082.61,-1547220.8,2708.1802,75.60638850266638,-35.854585899220474
24020,249064.5,-1547212.3,2708.142,75.60649097325232,-35.855190207446604
24040,249046.38,-1547203.9,2708.1047,75.60659255906816,-35.85579546636039
24060,249028.27,-1547195.5,2708.0674,75.60669412886759,-35.85640037293587
24080,249010.15,-1547187.1,2708.0301,75.60679571154795,-35.85700564910757
24100,248992.03,-1547178.7,2707.9935,75.60689729266007,-35.85761093390988
24120,248973.92,-1547170.2,2707.9569,75.6069997554218,-35.85821528547037
24140,248955.8,-1547161.8,2707.9203,75.60710133339992,-35.85882058756489
24160,248937.69,-1547153.4,2707.879,75.60720289536621,-35.85942553730539
24180,248919.57,-1547145.0,2707.8208,75.60730447020853,-35.86003085665831
24200,248901.46,-1547136.5,2707.7625,75.60740692671098,-35.8606352428927
24220,248883.34,-1547128.1,2707.7043,75.60750849841905,-35.861240579538226
24240,248865.22,-1547119.7,2707.8778,75.60761006855861,-35.86184592481472
24260,248847.11,-1547111.3,2707.8685,75.60771162269086,-35.86245091772149
24280,248828.99,-1547102.9,2707.8504,75.60781318969426,-35.863056280256885
24300,248810.88,-1547094.4,2707.7709,75.60791563837091,-35.86366070982793
24320,248792.76,-1547086.0,2707.6914,75.60801720223971,-35.86426608965643
24340,248774.65,-1547077.6,2707.6119,75.60811875010482,-35.864871117102645
24360,248756.53,-1547069.2,2707.5324,75.60822031083715,-35.86547651419044
24380,248738.41,-1547060.7,2707.4529,75.60832276768637,-35.866081339457146
24400,248720.3,-1547052.3,2707.4261,75.60842431085072,-35.86668639281855
24420,248702.18,-1547043.9,2707.4015,75.60852586687933,-35.86729181583127
24440,248684.07,-1547035.5,2707.3769,75.60862740690884,-35.867896886446
24460,248665.95,-1547027.0,2707.3524,75.60872985749317,-35.86850174640203
24480,248647.84,-1547018.6,2707.3278,75.60883139438938,-35.86910683430427
24500,248629.72,-1547010.2,2707.2879,75.60893294414598,-35.869712291870805
24520,248611.61,-1547001.8,2707.2362,75.60903447790707,-35.870317397026774
24540,248593.49,-1546993.4,2707.1844,75.60913602452656,-35.8709228718535
24560,248575.37,-1546984.9,2707.1326,75.60923846727809,-35.87152777516546
24580,248557.26,-1546976.5,2707.0808,75.60933999633747,-35.872132906237965
24600,248539.14,-1546968.1,2707.0312,75.6094415382523,-35.87273840699097
24620,248521.03,-1546959.7,2706.9917,75.6095430641762,-35.873343555317696
24640,248502.91,-1546951.2,2706.9522,75.60964550066157,-35.87394849332084
24660,248484.8,-1546942.8,2706.9128,75.60974702345155,-35.87455365893599
24680,248466.68,-1546934.4,2706.8733,75.60984855909308,-35.87515919424459
24700,248448.56,-1546926.0,2706.8426,75.60995009316528,-35.87576473818531
