dist,accum,lat,lon,x,y
25598.061994734224,0.09961178591822686,75.63707849981563,-35.987743002183535,244957.41975195828,-1544461.8206030328
25602.82775578056,0.09957933787109553,75.63710702709784,-35.98787100167295,244953.47795339316,-1544459.26918389
25607.59322680351,0.09954691750835762,75.63713555379736,-35.98799898944743,244949.53649330413,-1544456.7177682398
25612.358925958433,0.09951518032198665,75.63716408124229,-35.98812698584204,244945.59480066237,-1544454.1662987587
25617.12434386521,0.09948491872006404,75.63719260803605,-35.98825497119517,244941.6534295214,-1544451.6148430894
25621.889461130464,0.09945695014111994,75.63722113378412,-35.98838294599338,244937.71237355968,-1544449.0634461655
25626.655135798574,0.0994320355355449,75.6372496637514,-35.98851093281627,244933.7709334329,-1544446.5116326385
25631.420437600165,0.09941087460541648,75.63727819239678,-35.988638906578956,244929.82988077568,-1544443.9598971535
25636.18569094573,0.09939418589364295,75.63730671940668,-35.988766884158736,244925.88876604883,-1544441.4083459184
25640.95086912268,0.09938263555110306,75.63733524804809,-35.98889485243364,244921.94788668692,-1544438.856567979
25645.716129224795,0.09937679890027401,75.63736377845824,-35.98902281852965,244918.00704824124,-1544436.3045788906
25650.481118868818,0.09937700375550294,75.63739230776915,-35.98915077572853,244914.06648120657,-1544433.7526614584
25655.246132895383,0.09938339158933845,75.63742083819977,-35.989278730305195,244910.12597821758,-1544431.2006014823
25660.011312366518,0.09939594640628487,75.6374493700487,-35.98940668802444,244906.1853787395,-1544428.6483911704
25664.775846963057,0.09941431680302404,75.63747789939066,-35.989534623771824,244902.24542735107,-1544426.0963495413
25669.541101423987,0.0994377839556533,75.63750643441328,-35.98966257413541,244898.3049967829,-1544423.5437436376
25674.305994016315,0.09946544441766285,75.6375349685112,-35.98979051053222,244894.36497127125,-1544420.9911687702
25679.07095684514,0.09949642596693792,75.63756350469696,-35.98991844302491,244890.42502768588,-1544418.4383407254
25683.83558845755,0.0995299529155267,75.63759203915129,-35.990046365960005,244886.48538419825,-1544415.8856501908
25688.600278476537,0.09956522246647416,75.63762057558849,-35.99017428479612,244882.54582969734,-1544413.33271705
25693.365150163387,0.09960145140046453,75.63764911444952,-35.9903022039188,244878.60623837632,-1544410.779512148
25698.129623625082,0.09963799962167404,75.63767765187228,-35.99043010916859,244874.66705842083,-1544408.226394476
25702.89449353404,0.09967428730720225,75.63770619470496,-35.99055801431139,244870.72780082715,-1544405.6726790098
25707.658868987808,0.09970955704698484,75.63773473510791,-35.990685904501234,244866.78900078556,-1544403.1191538551
25712.42311013503,0.09974289948957014,75.63776327624637,-35.99081378575302,244862.85044165055,-1544400.565500908
25717.187562782372,0.09977337334806703,75.63779182103974,-35.99094166427538,244858.9119057923,-1544398.0114295944
25721.95230417837,0.0998002054387747,75.63782036816397,-35.99106954861804,244854.97318555912,-1544395.457120272
25726.71654185204,0.0998228809022567,75.63784891632089,-35.991197405004016,244851.035213759,-1544392.902569605
25731.48075851636,0.09984111207251044,75.63787746514357,-35.991325258204014,244847.09732902085,-1544390.3479233086
